icd_code,icd_title
S36899A,"Unsp injury of other intra-abdominal organs, init encntr"
S21111A,"Lac w/o fb of r frnt wl of thorax w/o penet thor cav, init"
X999XXA,"Assault by unspecified sharp object, initial encounter"
S62636A,"Disp fx of distal phalanx of right little finger, init"
S0033XA,"Contusion of nose, initial encounter"
K8010,Calculus of gallbladder w chronic cholecyst w/o obstruction
S7222XA,"Displaced subtrochanteric fracture of left femur, init"
L271,Loc skin eruption due to drugs and meds taken internally
T391X5A,"Adverse effect of 4-Aminophenol derivatives, init encntr"
I770,"Arteriovenous fistula, acquired"
S02842A,"Fracture of lateral orbital wall, left side, init"
Z331,"Pregnant state, incidental"
Z975,Presence of (intrauterine) contraceptive device
V786XXA,"Pasngr on bus injured in nonclsn trnsp acc in traf, init"
M79621,Pain in right upper arm
K2210,Ulcer of esophagus without bleeding
R931,Abnormal findings on dx imaging of heart and cor circ
L041,Acute lymphadenitis of trunk
C649,"Malignant neoplasm of unsp kidney, except renal pelvis"
S61422A,"Laceration with foreign body of left hand, initial encounter"
S59802A,"Other specified injuries of left elbow, initial encounter"
K148,Other diseases of tongue
S4352XA,"Sprain of left acromioclavicular joint, initial encounter"
T83198A,"Mech compl of oth urinary devices and implants, init encntr"
T483X1A,"Poisoning by antitussives, accidental (unintentional), init"
W298XXA,"Cntct with other powered hand tools and household mach, init"
S99921A,"Unspecified injury of right foot, initial encounter"
S6412XA,"Injury of median nerve at wrs/hnd lv of left arm, init"
H00024,Hordeolum internum left upper eyelid
S41112A,"Laceration w/o foreign body of left upper arm, init encntr"
W269XXA,"Contact with unspecified sharp object(s), initial encounter"
G10,Huntington's disease
K904,"Malabsorption due to intolerance, not elsewhere classified"
S1185XA,"Open bite of other specified part of neck, initial encounter"
O2243,"Hemorrhoids in pregnancy, third trimester"
G2581,Restless legs syndrome
J1000,Flu due to oth ident flu virus w unsp type of pneumonia
S91341A,"Puncture wound with foreign body, right foot, init encntr"
S060X0D,"Concussion without loss of consciousness, subs encntr"
S42001D,"Fx unsp part of r clavicle, subs for fx w routn heal"
V299XXD,"Motorcycle rider (driver) injured in unsp traf, subs"
M4624,"Osteomyelitis of vertebra, thoracic region"
T428X1A,"Poisn by antiparkns drug/centr musc-tone depr, acc, init"
T82514A,"Breakdown (mechanical) of infusion catheter, init encntr"
S93602A,"Unspecified sprain of left foot, initial encounter"
J00,Acute nasopharyngitis [common cold]
S70922A,"Unspecified superficial injury of left thigh, init encntr"
S70921A,"Unspecified superficial injury of right thigh, init encntr"
S64490A,"Injury of digital nerve of right index finger, init encntr"
S64492A,"Injury of digital nerve of right middle finger, init encntr"
S728X2A,"Oth fracture of left femur, init encntr for closed fracture"
M5432,"Sciatica, left side"
S02609A,"Fracture of mandible, unsp, init encntr for closed fracture"
D734,Cyst of spleen
N281,"Cyst of kidney, acquired"
C800,"Disseminated malignant neoplasm, unspecified"
T363X5A,"Adverse effect of macrolides, initial encounter"
J80,Acute respiratory distress syndrome
O9A213,"Inj/poisn/oth conseq of external causes comp preg, third tri"
S3981XA,"Other specified injuries of abdomen, initial encounter"
S42215A,"Unsp nondisp fx of surgical neck of left humerus, init"
I824Z1,Ac emblsm and thombos unsp deep veins of r dist low extrm
H00015,Hordeolum externum left lower eyelid
K36,Other appendicitis
S70362A,"Insect bite (nonvenomous), left thigh, initial encounter"
W274XXA,"Contact with kitchen utensil, initial encounter"
R838,Other abnormal findings in cerebrospinal fluid
R049,"Hemorrhage from respiratory passages, unspecified"
O2302,"Infections of kidney in pregnancy, second trimester"
S32421A,"Disp fx of posterior wall of right acetabulum, init"
S42492B,"Oth disp fx of lower end of left humerus, init for opn fx"
H608X3,"Other otitis externa, bilateral"
S92335A,"Nondisp fx of third metatarsal bone, left foot, init"
S92345A,"Nondisp fx of fourth metatarsal bone, left foot, init"
V485XXA,"Car driver injured in nonclsn trnsp accident in traf, init"
S60211A,"Contusion of right wrist, initial encounter"
S0242XA,"Fracture of alveolus of maxilla, init for clos fx"
N750,Cyst of Bartholin's gland
S82831B,"Oth fx upper and low end r fibula, init for opn fx type I/2"
Z91120,Pt intentl undrdose of meds regimen due to financl hardship
S1090XA,"Unsp superficial injury of unsp part of neck, init encntr"
B309,"Viral conjunctivitis, unspecified"
H1032,"Unspecified acute conjunctivitis, left eye"
R10821,Right upper quadrant rebound abdominal tenderness
R10823,Right lower quadrant rebound abdominal tenderness
I745,Embolism and thrombosis of iliac artery
D320,Benign neoplasm of cerebral meninges
T39312A,"Poisoning by propionic acid derivatives, self-harm, init"
T398X2A,"Poisn by oth nonopio analges/antipyret, NEC, self-harm, init"
S43012A,"Anterior subluxation of left humerus, initial encounter"
I6202,Nontraumatic subacute subdural hemorrhage
N202,Calculus of kidney with calculus of ureter
T25222A,"Burn of second degree of left foot, initial encounter"
J9690,"Respiratory failure, unsp, unsp w hypoxia or hypercapnia"
R091,Pleurisy
G600,Hereditary motor and sensory neuropathy
L03221,Cellulitis of neck
S21312A,"Lac w/o fb of l frnt wl of thorax w penet thor cavity, init"
I83891,Varicose veins of r low extrem with other complications
T886XXA,"Anaphyl reaction due to advrs eff drug/med prop admin, init"
M50022,Cervical disc disorder at C5-C6 level with myelopathy
M50023,Cervical disc disorder at C6-C7 level with myelopathy
S2243XA,"Multiple fractures of ribs, bilateral, init for clos fx"
K639,"Disease of intestine, unspecified"
C7952,Secondary malignant neoplasm of bone marrow
S0531XA,"Ocular lac w/o prolaps/loss of intraoc tissue, r eye, init"
B0229,Other postherpetic nervous system involvement
G4700,"Insomnia, unspecified"
O045,Genitl trct and pelvic infct fol (induced) term of pregnancy
B0052,Herpesviral keratitis
S0303XA,"Dislocation of jaw, bilateral, initial encounter"
S51851A,"Open bite of right forearm, initial encounter"
Y041XXA,"Assault by human bite, initial encounter"
N452,Orchitis
L508,Other urticaria
B084,Enteroviral vesicular stomatitis with exanthem
J9502,Infection of tracheostomy stoma
J398,Other specified diseases of upper respiratory tract
T8452XA,"Infect/inflm reaction due to internal left hip prosth, init"
Y792,Prosth/oth implnt/mtrls orthopedic devices assoc w incdt
T450X2A,"Poisoning by antiallerg/antiemetic, self-harm, init"
S46212A,"Strain of musc/fasc/tend prt biceps, left arm, init"
H1089,Other conjunctivitis
L02215,Cutaneous abscess of perineum
L03315,Cellulitis of perineum
D119,"Benign neoplasm of major salivary gland, unspecified"
M2669,Other specified disorders of temporomandibular joint
S0301XA,"Dislocation of jaw, right side, initial encounter"
S0302XA,"Dislocation of jaw, left side, initial encounter"
E46,Unspecified protein-calorie malnutrition
S36116A,"Major laceration of liver, initial encounter"
K098,"Other cysts of oral region, not elsewhere classified"
S199XXA,"Unspecified injury of neck, initial encounter"
K8070,Calculus of GB and bile duct w/o cholecyst w/o obstruction
C801,"Malignant (primary) neoplasm, unspecified"
S20362A,"Insect bite (nonvenomous) of left front wall of thorax, init"
S20361A,"Insect bite (nonvenomous) of r frnt wl of thorax, init"
S30861A,"Insect bite (nonvenomous) of abdominal wall, init encntr"
S00412A,"Abrasion of left ear, initial encounter"
S63633A,"Sprain of interphalangeal joint of left middle finger, init"
I615,"Nontraumatic intracerebral hemorrhage, intraventricular"
T592X1A,"Toxic effect of formaldehyde, accidental, init"
I808,Phlebitis and thrombophlebitis of other sites
M96830,Postproc hemor of a ms structure fol a ms sys procedure
S02612A,"Fracture of condylar process of left mandible, init"
D171,"Benign lipomatous neoplasm of skin, subcu of trunk"
R160,"Hepatomegaly, not elsewhere classified"
S93501A,"Unspecified sprain of right great toe, initial encounter"
H11423,"Conjunctival edema, bilateral"
M84454A,"Pathological fracture, pelvis, init encntr for fracture"
S82402A,"Unsp fracture of shaft of left fibula, init for clos fx"
I6200,"Nontraumatic subdural hemorrhage, unspecified"
S60411A,"Abrasion of left index finger, initial encounter"
M24312,"Pathological dislocation of left shoulder, NEC"
T361X5A,"Adverse effect of cephalospor/oth beta-lactm antibiot, init"
D508,Other iron deficiency anemias
C541,Malignant neoplasm of endometrium
H00021,Hordeolum internum right upper eyelid
Y92199,Unsp place in oth residential institution as place
Z3A36,36 weeks gestation of pregnancy
S82832B,"Oth fx upper and low end l fibula, init for opn fx type I/2"
L559,"Sunburn, unspecified"
H02401,Unspecified ptosis of right eyelid
H3322,"Serous retinal detachment, left eye"
M79674,Pain in right toe(s)
S72114A,"Nondisp fx of greater trochanter of right femur, init"
S52532A,"Colles' fracture of left radius, init for clos fx"
S62022A,"Disp fx of middle third of navicular bone of l wrist, init"
I7771,Dissection of carotid artery
I8392,Asymptomatic varicose veins of left lower extremity
I743,Embolism and thrombosis of arteries of the lower extremities
S12110A,"Anterior displaced Type II dens fracture, init for clos fx"
S42291A,"Oth disp fx of upper end of right humerus, init for clos fx"
S20172A,"Other superficial bite of breast, left breast, init encntr"
S20171A,"Other superficial bite of breast, right breast, init encntr"
S40872A,"Other superficial bite of left upper arm, initial encounter"
S40871A,"Other superficial bite of right upper arm, initial encounter"
Y0703,"Male partner, perpetrator of maltreatment and neglect"
R785,Finding of other psychotropic drug in blood
F19921,"Oth psychoactive substance use, unsp w intox w delirium"
S064X9A,"Epidural hemorrhage w LOC of unsp duration, init"
V00141A,"Fall from scooter (nonmotorized), initial encounter"
S40862A,"Insect bite (nonvenomous) of left upper arm, init encntr"
S20369A,"Insect bite (nonvenomous) of unsp front wall of thorax, init"
K30,Functional dyspepsia
S90821A,"Blister (nonthermal), right foot, initial encounter"
S90425A,"Blister (nonthermal), left lesser toe(s), initial encounter"
S90424A,"Blister (nonthermal), right lesser toe(s), initial encounter"
Z0489,Encounter for examination and observation for oth reasons
I83018,Varicose veins of r low extrem w ulcer oth part of lower leg
S30820A,"Blister (nonthermal) of lower back and pelvis, init encntr"
S00561A,"Insect bite (nonvenomous) of lip, initial encounter"
I351,Nonrheumatic aortic (valve) insufficiency
S83512A,"Sprain of anterior cruciate ligament of left knee, init"
V8655XA,"Driver of 3- or 4- wheeled ATV injured nontraf, init"
S51852A,"Open bite of left forearm, initial encounter"
W278XXA,"Contact with other nonpowered hand tool, initial encounter"
Z3A29,29 weeks gestation of pregnancy
S79912A,"Unspecified injury of left hip, initial encounter"
M4856XA,"Collapsed vertebra, NEC, lumbar region, init"
M25442,"Effusion, left hand"
V735XXA,"Driver of bus injured pick-up truck, pk-up/van in traf, init"
Y92410,Unsp street and highway as place
H9221,"Otorrhagia, right ear"
S00411A,"Abrasion of right ear, initial encounter"
R6510,SIRS of non-infectious origin w/o acute organ dysfunction
S90512A,"Abrasion, left ankle, initial encounter"
F12129,"Cannabis abuse with intoxication, unspecified"
L03312,Cellulitis of back [any part except buttock]
H53122,"Transient visual loss, left eye"
S01452A,"Open bite of left cheek and temporomandibular area, init"
S22088A,"Oth fracture of T11-T12 vertebra, init for clos fx"
K120,Recurrent oral aphthae
T371X5A,"Adverse effect of antimycobacterial drugs, initial encounter"
A198,Other miliary tuberculosis
S42292B,"Oth disp fx of upper end of left humerus, init for opn fx"
R250,Abnormal head movements
S91011A,"Laceration without foreign body, right ankle, init encntr"
I493,Ventricular premature depolarization
S40262A,"Insect bite (nonvenomous) of left shoulder, init encntr"
S40261A,"Insect bite (nonvenomous) of right shoulder, init encntr"
S1985XA,"Oth injuries of pharynx and cervical esophagus, init encntr"
Z431,Encounter for attention to gastrostomy
H4922,"Sixth [abducent] nerve palsy, left eye"
T23131A,"Burn first deg mult right fngr (nail), not inc thumb, init"
W860XXA,"Exposure to domestic wiring and appliances, init encntr"
T450X5A,"Adverse effect of antiallergic and antiemetic drugs, init"
S0080XA,"Unsp superficial injury of other part of head, init encntr"
S86811A,"Strain of musc/tend at lower leg level, right leg, init"
M4644,"Discitis, unspecified, thoracic region"
N454,Abscess of epididymis or testis
I708,Atherosclerosis of other arteries
F0391,Unspecified dementia with behavioral disturbance
S53115A,"Anterior dislocation of left ulnohumeral joint, init encntr"
M868X7,"Other osteomyelitis, ankle and foot"
I8290,Acute embolism and thrombosis of unspecified vein
S82892A,"Oth fracture of left lower leg, init for clos fx"
S14129A,"Central cord synd at unsp level of cerv spinal cord, init"
S92352A,"Disp fx of fifth metatarsal bone, left foot, init"
S86911A,"Strain of unsp musc/tend at lower leg level, right leg, init"
V9339XA,"Fall on board unspecified watercraft, initial encounter"
V00121A,"Fall from non-in-line roller-skates, initial encounter"
S60041A,"Contusion of right ring finger w/o damage to nail, init"
T402X2A,"Poisoning by oth opioids, intentional self-harm, init encntr"
M84522A,"Pathological fracture in neoplastic disease, l humerus, init"
I8501,Esophageal varices with bleeding
N83511,Torsion of right ovary and ovarian pedicle
F15929,"Other stimulant use, unsp with intoxication, unspecified"
S61241A,"Pnctr w foreign body of l idx fngr w/o damage to nail, init"
G43A0,"Cyclical vomiting, not intractable"
F1310,"Sedative, hypnotic or anxiolytic abuse, uncomplicated"
S06309A,"Unsp focal TBI w LOC of unsp duration, init"
W5519XA,"Other contact with horse, initial encounter"
S92331A,"Disp fx of third metatarsal bone, right foot, init"
S42421B,"Displ commnt suprcndl fx w/o intrcndl fx r humer, 7thB"
H4710,Unspecified papilledema
M47892,"Other spondylosis, cervical region"
